,molecule_chembl_id,smiles,processed smiles,unique_char_ohe_matrix,pIC50
0,CHEMBL1236962,COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,10.39794001
1,CHEMBL3577914,COc1ncc(-c2ccc3nc(N)nc(-c4ccncc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,10.15490196
2,CHEMBL3577911,COc1ncc(-c2ccc3ncnc(-c4ccncc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,10.02227639
3,CHEMBL3577908,COc1ncc(-c2ccc3nccc(-c4ccncc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,10
4,CHEMBL4878958,COc1ncc2cc1NS(=O)(=O)c1ccc(F)c(c1)C(=O)NCc1ccc(s1)-c1ncnc3c(C)c-2sc13,,,9.886056648
5,CHEMBL3660111,CCc1ncnc(N2CCN(S(C)(=O)=O)CC2)c1C#Cc1cnc(C)c(NS(=O)(=O)c2ccc(F)cc2)c1,,,9.853871964
6,CHEMBL3577927,O=S(=O)(Nc1cc(-c2cc3c(-c4ccncc4)ncnc3s2)cnc1Cl)c1ccc(Cl)s1,,,9.823908741
7,CHEMBL3660114,Cc1ncc(C#Cc2c(C)ncnc2N2CCOC[C@@H]2C)cc1NS(=O)(=O)c1ccccc1,,,9.698970004
8,CHEMBL1082618,COc1ccc2[nH]c(-c3c(C)nn(C)c3C)c(/C=C3/Oc4ccc(NC(=O)Nc5ccc(C(=O)N6CCN(C)CC6)cc5)cc4C3=O)c2c1,,,9.698970004
9,CHEMBL1082621,COc1cc(F)c2[nH]c(-c3c(C)nn(C)c3C)c(/C=C3/Oc4ccc(NC(=O)Nc5ccc(C(=O)N(C)CCN(C)C)cc5)cc4C3=O)c2c1,,,9.698970004
10,CHEMBL1808977,CN(C)CCN(C)C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(O[C@H]4CCOC4)nc(N4CCOCC4)n3)cc2)cc1,,,9.698970004
11,CHEMBL4780201,COc1ncc(-c2ccc3ncnc(Nc4cnn(CCO)c4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.698970004
12,CHEMBL1082617,COc1ccc2[nH]c(-c3c(C)nn(C)c3C)c(/C=C3/Oc4ccc(NC(=O)Nc5ccc(C(=O)N6CCOCC6)cc5)cc4C3=O)c2c1,,,9.698970004
13,CHEMBL4860369,COc1ncc2cc1NS(=O)(=O)c1cccc(c1)C(=O)NCc1ccc(s1)-c1ncnc3c(C)c-2sc13,,,9.638272164
14,CHEMBL3577925,O=S(=O)(Nc1cc(-c2cc3c(-c4ccncc4)ncnc3s2)cnc1Cl)c1ccc(F)cc1F,,,9.638272164
15,CHEMBL3577913,COc1ncc(-c2ccc3nncc(-c4ccncc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.568636236
16,CHEMBL3655894,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccccc1,,,9.552841969
17,CHEMBL3577926,O=S(=O)(Nc1cc(-c2cc3c(-c4ccncc4)ncnc3s2)cnc1Cl)c1ccc(F)cc1,,,9.522878745
18,CHEMBL1082619,COc1ccc2[nH]c(-c3c(C)nn(C)c3C)c(/C=C3/Oc4ccc(NC(=O)Nc5ccc(C(=O)N(C)CCN(C)C)cc5)cc4C3=O)c2c1,,,9.522878745
19,CHEMBL3660127,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccc(Cl)cc1,,,9.522878745
20,CHEMBL3660128,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccc(Cl)s1,,,9.420216403
21,CHEMBL3660129,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cccs1,,,9.408935393
22,CHEMBL3655855,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccccc1,,,9.397940009
23,CHEMBL4515169,COc1ncc(-c2ccc3ncnc(NC4CCN(C(C)=O)CC4)c3c2)cc1NS(C)(=O)=O,,,9.397940009
24,CHEMBL1083305,CNC(=O)Nc1ccc2c(c1)C(=O)/C(=C\c1c(-c3c(C)nn(C)c3C)[nH]c3c(F)cc(OC)cc13)O2,,,9.397940009
25,CHEMBL1204015,CN(C)CCN(C)C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1.Cl,,,9.397940009
26,CHEMBL1083912,CNC(=O)Nc1ccc2c(c1)C(=O)/C(=C\c1c(-c3c(C)nn(C)c3C)[nH]c3ccc(OC)cc13)O2,,,9.397940009
27,CHEMBL592445,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,,,9.397940009
28,CHEMBL592615,CN(C)CCNC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,,,9.397940009
29,CHEMBL1808979,COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N(C)CCN(C)C)cc3)cc2)nc(N2CCOCC2)n1,,,9.397940009
30,CHEMBL4876895,COc1ncc2cc1NS(=O)(=O)c1cccc(c1)C(=O)NCCn1cc(cn1)-c1ncnc3c(C)c-2sc13,,,9.366531544
31,CHEMBL3655884,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccc(F)cc1,,,9.366531544
32,CHEMBL3660126,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccccc1C(F)(F)F,,,9.356547324
33,CHEMBL3660101,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccnn1C,,,9.356547324
34,CHEMBL3655883,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.356547324
35,CHEMBL3660130,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccnn1C,,,9.346787486
36,CHEMBL3655873,Cc1ncnc(N2CCOCC2)c1C#Cc1cncc(NS(=O)(=O)c2ccccc2)c1,,,9.337242168
37,CHEMBL3655874,Cc1ncnc(N2CCOCC2)c1C#Cc1cncc(NS(=O)(=O)c2ccc(F)cc2F)c1,,,9.337242168
38,CHEMBL3660112,CCc1ncnc(N2CCN(C(C)=O)CC2)c1C#Cc1cnc(C)c(NS(=O)(=O)c2ccc(F)cc2)c1,,,9.327902142
39,CHEMBL3655906,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccc(Cl)s1,,,9.327902142
40,CHEMBL3660110,CCc1ncnc(N2CCC(O)CC2)c1C#Cc1cnc(C)c(NS(=O)(=O)c2ccc(F)cc2)c1,,,9.318758763
41,CHEMBL3648918,Cc1nc(N)nc2c1cc(-c1cnc3[nH]ccc3c1)c(=O)n2C1CCCC1,,,9.318758763
42,CHEMBL1928725,CN(/N=C/c1cnn2ccc(C#N)cc12)S(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl,,,9.301029996
43,CHEMBL4640081,CNC(=O)[C@H](C)Cn1cnc2ccc(-c3cnc(OC)c(NS(=O)(=O)c4sc(C)nc4C)c3)cc2c1=O,,,9.301029996
44,CHEMBL1082620,COc1cc(F)c2[nH]c(-c3c(C)nn(C)c3C)c(/C=C3/Oc4ccc(NC(=O)Nc5ccc(C(=O)N6CCOCC6)cc5)cc4C3=O)c2c1,,,9.301029996
45,CHEMBL3218576,COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,,,9.301029996
46,CHEMBL3660125,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccccc1OC(F)(F)F,,,9.301029996
47,CHEMBL1928555,CCN(/N=C/c1cnn2ccc(C#N)cc12)S(=O)(=O)c1cc([N+](=O)[O-])ccc1C,,,9.301029996
48,CHEMBL4449091,COc1ncc(-c2ccc3ncnc(N[C@H]4CCN(C(C)=O)C4)c3c2)cc1NS(C)(=O)=O,,,9.301029996
49,CHEMBL1082986,COc1ccc2[nH]c(-c3c(C)nn(C)c3C)c(/C=C3/Oc4ccc(NC(=O)Nc5cccnc5)cc4C3=O)c2c1,,,9.301029996
50,CHEMBL4641635,COc1ncc(-c2ccc3ncc(NC(=O)N4CCC[C@H]4C(N)=O)c(=O)n3c2)cc1NS(=O)(=O)c1ccc(F)cc1Cl,,,9.301029996
51,CHEMBL1204014,CN1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1.Cl,,,9.301029996
52,CHEMBL3655895,Cc1ncnc(N2CCOCC2)c1C#Cc1c[nH]c(=O)c(NS(=O)(=O)c2ccc(F)cc2F)c1,,,9.292429824
53,CHEMBL4868231,NC(=O)c1cccc2cc(C(=O)N3CCN(Cc4cc5nc(-c6cnc(N)nc6)nc(N6CCOCC6)c5o4)CC3)oc12,,,9.292429824
54,CHEMBL3660132,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccc(C)o1,,,9.27572413
55,CHEMBL1910998,Oc1cccc2c1nc(C(F)F)n2-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,,,9.27572413
56,CHEMBL3655875,Cc1ncnc(N2CCOCC2)c1C#Cc1cncc(NS(=O)(=O)c2cccs2)c1,,,9.27572413
57,CHEMBL3969654,CCOc1cnc(CN2CCC(n3cc4cc(C(=O)N5CCN(Cc6ccc(C(F)(F)F)cc6)CC5)ccc4n3)CC2)cn1,,,9.259637311
58,CHEMBL3660123,CCc1ncnc(N2CCOCC2)c1C#Cc1cnc(OC)c(NS(=O)(=O)c2ccco2)c1,,,9.259637311
59,CHEMBL3655902,Cc1cc(S(=O)(=O)Nc2cc(C#Cc3c(C)ncnc3N3CCOCC3)cnc2C)c(C)s1,,,9.259637311
60,CHEMBL3655896,CCc1ncnc(N2CCC(C)(O)CC2)c1C#Cc1cnc(C)c(NS(C)(=O)=O)c1,,,9.259637311
61,CHEMBL3660131,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cnn(C)c1,,,9.259637311
62,CHEMBL3655905,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cnn(C)c1,,,9.251811973
63,CHEMBL3655880,CCc1ncnc(N2CCOCC2)c1C#Cc1cnc(OC)c(NS(=O)(=O)c2ccccc2)c1,,,9.229147988
64,CHEMBL3905146,COc1ncc(-c2ccc3nccc(-c4ccc(CN(C)CCO)cc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.229147988
65,CHEMBL1808984,CN1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(OC5COC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,,,9.22184875
66,CHEMBL1762790,Cc1nc(N)nc(-n2c(Nc3cc(O)cc(O)c3)nc3ccccc32)n1,,,9.22184875
67,CHEMBL4445101,COc1ncc(-c2cc(OCCCCC(=O)NO)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.22184875
68,CHEMBL4871210,NC(=O)c1cccc2cc(C(=O)N3CCN(Cc4cc5nc(-c6cnc(N)nc6)nc(N6CCOCC6)c5s4)CC3)oc12,,,9.22184875
69,CHEMBL4527563,COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.22184875
70,CHEMBL1808980,COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)NCCN(C)C)cc3)cc2)nc(N2CCOCC2)n1,,,9.22184875
71,CHEMBL592619,O=C(Nc1ccc(C(=O)N2CCC(N3CCCCC3)CC2)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,,,9.22184875
72,CHEMBL1765627,O=S(=O)(Nc1cncc(-c2ccc3ncc(-c4nn[nH]n4)n3c2)c1)c1ccc(F)cc1F,,,9.22184875
73,CHEMBL5091789,NC(=O)[C@H]1CCCN1C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,,,9.22184875
74,CHEMBL4644237,CNC(=O)C(C)Cn1cnc2ccc(-c3cnc(C(F)(F)F)c(NS(=O)(=O)c4ccc(F)cc4Cl)c3)cc2c1=O,,,9.22184875
75,CHEMBL5074018,NC(=O)C1CCCN1C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,,,9.22184875
76,CHEMBL3655879,CCc1ncnc(N2CCOCC2)c1C#Cc1cnc(OC)c(NS(=O)(=O)c2ccc(F)cc2F)c1,,,9.200659451
77,CHEMBL4581165,COc1ncc(-c2cc(OCCCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.200659451
78,CHEMBL3655867,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccccc1C(F)(F)F,,,9.200659451
79,CHEMBL3660124,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(C)(=O)=O,,,9.193820026
80,CHEMBL3655856,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccccc1F,,,9.187086643
81,CHEMBL3968925,COc1ncc(-c2ccc3nccc(-c4ccc(Cn5cncn5)cc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.187086643
82,CHEMBL4527487,COc1ncc(-c2cc(OCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.180456064
83,CHEMBL3655877,Cc1ncnc(N2CCOCC2)c1C#Cc1cncc(NS(=O)(=O)c2cnn(C)c2)c1,,,9.180456064
84,CHEMBL4869487,COc1ncc2cc1NS(=O)(=O)c1cccc(c1)C(=O)NC[C@@H]1CN(CCO1)c1ncnc3c(C)c-2sc13,,,9.180456064
85,CHEMBL2375957,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCC(N)=O)CC3)c2=O)cc1F,,,9.163675884
86,CHEMBL3896198,CN(C)Cc1ccc(-c2ccnc3ccc(-c4cnc(Cl)c(NS(=O)(=O)c5ccc(F)cc5F)c4)cc23)cc1,,,9.161150909
87,CHEMBL4435527,COc1ncc(-c2cc(OCCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.161150909
88,CHEMBL592461,O=C(Nc1ccc(C(=O)N2CCC(N3CCCC3)CC2)cc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,,,9.15490196
89,CHEMBL5076528,NC(=O)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,,,9.15490196
90,CHEMBL4174456,COc1ncc(-c2cc(OC(C)C)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.15490196
91,CHEMBL4542688,COc1ncc(-c2ccc3ncnc(N[C@H]4CCN(C(=O)C5CCOCC5)C4)c3c2)cc1NS(C)(=O)=O,,,9.15490196
92,CHEMBL1922090,Cc1c(CN2CCN(C(=O)CN)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,,,9.15490196
93,CHEMBL5071942,NC(=O)[C@@H]1CCCN1C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,,,9.15490196
94,CHEMBL4872728,O=S(=O)(Nc1cc(-c2ccc3nncc(-c4ccc(N5CCOCC5)nc4)c3c2)cnc1Cl)c1ccccc1,,,9.149353765
95,CHEMBL4864419,O=S(=O)(Nc1cc(-c2ccc3nncc(-c4ccncc4)c3c2)cnc1Cl)c1ccccc1,,,9.148741651
96,CHEMBL2387082,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C)c4)cc2OCC3)n(C(C)C)n1,,,9.148741651
97,CHEMBL4853440,O=S(=O)(Nc1cc(-c2ccc3nncc(-c4ccc(N5CCOCC5)cc4)c3c2)cnc1Cl)c1ccccc1,,,9.148130399
98,CHEMBL3655864,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cccs1,,,9.142667504
99,CHEMBL4165063,COc1ncc(-c2cc(OCC3CCOCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.13667714
100,CHEMBL3958024,O=S(=O)(Nc1cc(-c2ccc3nccc(-c4ccc(Cn5cncn5)cc4)c3c2)cnc1Cl)c1ccc(F)cc1,,,9.13667714
101,CHEMBL3648932,CNc1nc(C)c2cc(-c3cccc(O)c3)c(=O)n(C3CCCC3)c2n1,,,9.136082623
102,CHEMBL3655869,Cc1ncc(C#Cc2c(C)ncnc2N(C)C(C)C)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.13076828
103,CHEMBL3975939,CN(CCO)Cc1ccc(-c2ccnc3ccc(-c4cnc(Cl)c(NS(=O)(=O)c5ccc(F)cc5F)c4)cc23)cc1,,,9.124938737
104,CHEMBL3648913,CNc1nc(C)c2cc(-c3cnc4[nH]ccc4c3)c(=O)n(C3CCCC3)c2n1,,,9.124938737
105,CHEMBL3660122,CCc1ncnc(N2CCOCC2)c1C#Cc1cnc(OC)c(NS(=O)(=O)c2cccs2)c1,,,9.124938737
106,CHEMBL3652248,CCNc1nc(C)c2cc(-c3cnc(OC)c(F)c3)c(=O)n([C@H]3CC[C@H](O)CC3)c2n1,,,9.103473783
107,CHEMBL3655871,CC(=O)N1CCN(c2ncnc(C)c2C#Cc2cnc(C)c(NS(=O)(=O)c3ccc(F)cc3F)c2)CC1,,,9.102372909
108,CHEMBL1808981,CNCCN(C)C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(OC)nc(N4CCOCC4)n3)cc2)cc1,,,9.096910013
109,CHEMBL4864407,COc1ncc2cc1NS(=O)(=O)c1cccc(c1)C(=O)NCc1cncc(c1)-c1cnc3ccc-2cn13,,,9.096910013
110,CHEMBL4166144,COc1ncc(-c2cc(OC3CCOCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.096910013
111,CHEMBL1092404,CCn1ccc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N5CCNCC5)cc4)cc3)nc21,,,9.096910013
112,CHEMBL517163,COc1cc2c(cc1Nc1nc(Nc3cccc4c3C(=O)NC4)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2,,,9.096910013
113,CHEMBL4868571,COc1ncc2cc1NS(=O)(=O)c1cc(c(F)cc1F)C(=O)NCc1cncc(c1)-c1ccnc3ccc-2cc13,,,9.096910013
114,CHEMBL1928726,COc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(C#N)cc12,,,9.096910013
115,CHEMBL4739883,COc1ncc(-c2ccc3nccc(/C(C)=C/C(=O)N4CCN(C)CC4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.096910013
116,CHEMBL3655861,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1c(F)cccc1F,,,9.096910013
117,CHEMBL3655876,Cc1ncnc(N2CCOCC2)c1C#Cc1cncc(NS(=O)(=O)c2cccnc2)c1,,,9.096910013
118,CHEMBL1765463,CCOC(=O)c1cnc2ccc(-c3cncc(NS(=O)(=O)c4ccccc4)c3)cn12,,,9.096910013
119,CHEMBL1765617,O=S(=O)(Nc1cncc(-c2ccc3ncc(-c4nn[nH]n4)n3c2)c1)c1ccccc1,,,9.096910013
120,CHEMBL3897883,O=S(=O)(Nc1cc(-c2ccc3nccc(-c4ccc(Cn5cncn5)cc4)c3c2)cnc1Cl)c1ccc(F)cc1F,,,9.086186148
121,CHEMBL3660102,COCCN1CCN(c2ncnc(C)c2C#Cc2cnc(C)c(NS(=O)(=O)c3ccccc3)c2)CC1,,,9.080921908
122,CHEMBL4169573,COc1ncc(-c2cc(O[C@H]3CCOC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.080921908
123,CHEMBL3655868,Cc1ncc(C#Cc2c(C)ncnc2N2CCCCC2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.070581074
124,CHEMBL3655900,CCc1ncnc(N2CCC(O)CC2)c1C#Cc1cnc(C)c(NS(C)(=O)=O)c1,,,9.065501549
125,CHEMBL3655870,Cc1ncc(C#Cc2c(C)ncnc2N(C)C2CCOCC2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.065501549
126,CHEMBL4166142,COc1ncc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.060480747
127,CHEMBL3660109,CCc1ncnc(N2CCN(C)CC2)c1C#Cc1cnc(C)c(NS(=O)(=O)c2ccc(F)cc2)c1,,,9.050609993
128,CHEMBL1092072,CN(C)CCN(C)C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)c4ccn(CC(F)(F)F)c4n3)cc2)cc1,,,9.045757491
129,CHEMBL1082622,COc1ccc2[nH]cc(/C=C3/Oc4ccc(NC(=O)Nc5ccc(C(=O)N6CCN(C)CC6)cc5)cc4C3=O)c2c1,,,9.045757491
130,CHEMBL4465475,COc1ncc(-c2cc(OCCCCCCCCC(=O)NO)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.045757491
131,CHEMBL5093540,C[C@@H](NC(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1)C(N)=O,,,9.045757491
132,CHEMBL1928541,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)/N=C/c1cnn2ccc(C#N)cc12,,,9.045757491
133,CHEMBL4461362,COc1ncc(-c2ccc3ncnc(NC4CCNCC4)c3c2)cc1NS(C)(=O)=O,,,9.045757491
134,CHEMBL3986709,COc1ncc(-c2ccc3nccc(-c4ccc(Cn5cncn5)cc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1,,,9.040958608
135,CHEMBL2386971,Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C5CN(C(=O)[C@H](C)O)C5)c4)cc2OCC3)n(C(C)C)n1,,,9.031517051
136,CHEMBL4871838,O=S(=O)(Nc1cc(-c2ccc3nncc(-c4cnc(N5CCOCC5)nc4)c3c2)cnc1Cl)c1ccccc1,,,9.028724151
137,CHEMBL4168480,COc1ncc(-c2cc(OC3CCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.022276395
138,CHEMBL4162701,COc1ncc(-c2cc(OC3CCCCC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.022276395
139,CHEMBL3985009,COc1ncc(-c2ccc3nccc(-c4ccc(Cn5ccnc5C)cc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9.022276395
140,CHEMBL4174909,CNc1nc(C)c2cc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4F)c3)cc(O[C@@H]3CCOC3)c2n1,,,9.017728767
141,CHEMBL3655885,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cc(F)cc(F)c1,,,9.013228266
142,CHEMBL3648924,COc1cc(-c2cc3c(C)nc(N)nc3n(C3CCCC3)c2=O)ccc1O,,,9.004803708
143,CHEMBL3655872,Cc1ncc(C#Cc2c(C)ncnc2N2CCN(C)CC2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9
144,CHEMBL3660118,CCc1ncnc(N2CCOCC2)c1C#Cc1cnc(OC)c(NS(C)(=O)=O)c1,,,9
145,CHEMBL549959,C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)C(=O)C[C@H]2O)CCC4=O,,,9
146,CHEMBL3939972,CN(CCO)Cc1ccc(-c2ccnc3ccc(-c4cnc(Cl)c(NS(=O)(=O)c5ccc(F)cc5)c4)cc23)cc1,,,9
147,CHEMBL1093445,COc1ccc2[nH]c(-c3cccnc3)c(/C=C3\Oc4cc(O)cc(O)c4C3=O)c2c1,,,9
148,CHEMBL3655865,Cc1ccccc1S(=O)(=O)Nc1cc(C#Cc2c(C)ncnc2N2CCOCC2)cnc1C,,,9
149,CHEMBL4853785,COc1ncc2cc1NS(=O)(=O)c1cccc(c1)C(=O)NCc1cccc(c1)Cc1cnc3sc-2nn13,,,9
150,CHEMBL1082616,COc1cc(F)c2[nH]c(-c3c(C)nn(C)c3C)c(/C=C3/Oc4ccc(NC(=O)Nc5cccnc5)cc4C3=O)c2c1,,,9
151,CHEMBL3655859,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccccc1Cl,,,9
152,CHEMBL3660120,CCc1ncnc(N2CCOCC2)c1C#Cc1cnc(OC)c(NS(=O)(=O)C2CC2)c1,,,9
153,CHEMBL3655862,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccccc1Br,,,9
154,CHEMBL3655863,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cn(C)cn1,,,9
155,CHEMBL3655858,COc1cccc(S(=O)(=O)Nc2cc(C#Cc3c(C)ncnc3N3CCOCC3)cnc2C)c1,,,9
156,CHEMBL2322780,NC(=O)c1ccc2c(c1)OCCc1cc(-c3n[nH]cc3-c3ccccc3Cl)sc1-2,,,9
157,CHEMBL3655860,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cccc(F)c1,,,9
158,CHEMBL3660100,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cn(C)c(C)n1,,,9
159,CHEMBL4471468,COc1ncc(-c2ccc3ncnc(N[C@H]4CCN(C(=O)C5CC5)C4)c3c2)cc1NS(C)(=O)=O,,,9
160,CHEMBL428496,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CCC(=O)[C@@]2(C)C[C@H]1OC(C)=O,,,9
161,CHEMBL4172954,COc1ncc(-c2cc(OC3CCOC(C)(C)C3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9
162,CHEMBL4176771,COc1ncc(-c2cc(O[C@@H]3CCOC3)c3nc(N)nc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,,,9
163,CHEMBL590587,CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)NCCN(C)C)cc4)cc3)nc21,,,9
164,CHEMBL3655904,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccoc1,,,9
165,CHEMBL1808988,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(O[C@H]5CCOC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,,,9
166,CHEMBL1090598,CN(Cc1cc2nc(-c3cnc(N)nc3)nc(N3CCOCC3)c2s1)S(C)(=O)=O,,,9
