Unnamed: 0,molecule_chembl_id,smiles,processed smiles,pIC50,Smiles_Length,processed_smiles,is_orally_available
13,CHEMBL17962,N[C@@H](CC1=CNC=N1)C(O)=O,,,25,N[C$H](CC1=CNC=N1)C(O)=O,TRUE
15,CHEMBL1162144,CC(=O)C(O)=O,,,12,CC(=O)C(O)=O,TRUE
16,CHEMBL301523,N[C@@H](CC1=CC=CC=C1)C(O)=O,,,27,N[C$H](CC1=CC=CC=C1)C(O)=O,TRUE
17,CHEMBL857,[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2,,,48,[H][C@]12CS[C$H](CCCCC(O)=O)[C$]1([H])NC(=O)N2,TRUE
18,CHEMBL920,C[N+](C)(C)CCO,,,14,C[N+](C)(C)CCO,TRUE
19,CHEMBL8085,NCCCC[C@H](N)C(O)=O,,,19,NCCCC[C@H](N)C(O)=O,TRUE
20,CHEMBL1485,N[C@@H](CCCNC(N)=N)C(O)=O,,,25,N[C$H](CCCNC(N)=N)C(O)=O,TRUE
21,CHEMBL196,[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO,,,36,[H][C$]1(OC(=O)C(O)=C1O)[C$H](O)CO,TRUE
23,CHEMBL274323,N[C@@H](CC(O)=O)C(O)=O,,,22,N[C$H](CC(O)=O)C(O)=O,TRUE
24,CHEMBL446143,NCCC[C@H](N)C(O)=O,,,18,NCCC[C@H](N)C(O)=O,TRUE
25,CHEMBL930,N[C@@H](CCC(N)=O)C(O)=O,,,23,N[C$H](CCC(N)=O)C(O)=O,TRUE
28,CHEMBL11298,N[C@@H](CO)C(O)=O,,,17,N[C$H](CO)C(O)=O,TRUE
29,CHEMBL42336,CSCC[C@H](N)C(O)=O,,,18,CSCC[C@H](N)C(O)=O,TRUE
30,CHEMBL925,N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,,,30,N[C$H](CC1=CC=C(O)C=C1)C(O)=O,TRUE
33,CHEMBL590540,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,,,33,N[C$H](CSSC[C@H](N)C(O)=O)C(O)=O,TRUE
34,CHEMBL576,OC(=O)CCC(O)=O,,,14,OC(=O)CCC(O)=O,TRUE
36,CHEMBL4303483,[H]C(=O)[C@H](NC(C)=O)[C@@H](O)[C@H](O)[C@H](O)CO,,,49,[H]C(=O)[C@H](NC(C)=O)[C$H](O)[C@H](O)[C@H](O)CO,TRUE
37,CHEMBL575060,N[C@@H](CCC(O)=O)C(O)=O,,,23,N[C$H](CCC(O)=O)C(O)=O,TRUE
40,CHEMBL773,NCC(O)=O,,,8,NCC(O)=O,TRUE
42,CHEMBL102970,CC1=NC=C(CO)C(C=O)=C1O,,,22,CC1=NC=C(CO)C(C=O)=C1O,TRUE
43,CHEMBL283800,CN(CC(O)=O)C(N)=N,,,17,CN(CC(O)=O)C(N)=N,TRUE
44,CHEMBL291962,CC(C)C[C@H](N)C(O)=O,,,20,CC(C)C[C@H](N)C(O)=O,TRUE
45,CHEMBL54976,N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O,,,33,N[C$H](CC1=CNC2=C1C=CC=C2)C(O)=O,TRUE
46,CHEMBL863,N[C@@H](CS)C(O)=O,,,17,N[C$H](CS)C(O)=O,TRUE
47,CHEMBL1547,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,,,34,CC1=C(CCO)SC=[N+]1CC1=CN=C(C)N=C1N,TRUE
50,CHEMBL444814,N[C@@H](CCCNC(N)=O)C(O)=O,,,25,N[C$H](CCCNC(N)=O)C(O)=O,TRUE
51,CHEMBL291747,C[C@@H](O)[C@H](N)C(O)=O,,,24,C[C$H](O)[C@H](N)C(O)=O,TRUE
55,CHEMBL279597,C[C@H](N)C(O)=O,,,15,C[C@H](N)C(O)=O,TRUE
56,CHEMBL43068,CC(C)[C@H](N)C(O)=O,,,19,CC(C)[C@H](N)C(O)=O,TRUE
59,CHEMBL1364,CC1=C(O)C(CO)=C(CO)C=N1,,,23,CC1=C(O)C(CO)=C(CO)C=N1,TRUE
60,CHEMBL134342,OC(=O)CCCC[C@@H]1CCSS1,,,22,OC(=O)CCCC[C$H]1CCSS1,TRUE
61,CHEMBL1233584,CC[C@H](C)[C@H](N)C(O)=O,,,24,CC[C@H](C)[C@H](N)C(O)=O,TRUE
62,CHEMBL171679,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O,,,48,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C$H](N)CC(O)=O,TRUE
64,CHEMBL590,CC1=CC(=O)C2=CC=CC=C2C1=O,,,25,CC1=CC(=O)C2=CC=CC=C2C1=O,TRUE
66,CHEMBL54922,OC(=O)[C@@H]1CCCN1,,,18,OC(=O)[C$H]1CCCN1,TRUE
67,CHEMBL226345,NC1=C2NC=NC2=NC=N1,,,18,NC1=C2NC=NC2=NC=N1,TRUE
68,CHEMBL58832,N[C@@H](CC(N)=O)C(O)=O,,,22,N[C$H](CC(N)=O)C(O)=O,TRUE
69,CHEMBL1144,[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC(O)=O)OC(=O)[C@@H](C)CC,,,92,[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C$H]2CC[C$H](O)C[C$H](O)CC(O)=O)OC(=O)[C$H](C)CC,TRUE
70,CHEMBL814,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,,,38,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,TRUE
71,CHEMBL1069,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O,,,65,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C$H](C(C)C)C(O)=O,TRUE
72,CHEMBL1168,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,,,85,[H][C$]12CCC[C@]1([H])N([C$H](C2)C(O)=O)C(=O)[C@H](C)N[C$H](CCC1=CC=CC=C1)C(=O)OCC,TRUE
73,CHEMBL313972,C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1,,,53,C[C$H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1,TRUE
74,CHEMBL1512,[H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO,,,115,[H][C$]12C[C$]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C$]4([H])[C$H](O)C[C@]3(C)[C$]1(OC(C)(C)O2)C(=O)CO,TRUE
75,CHEMBL701,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,,,27,NCC(CC(O)=O)C1=CC=C(n)C=C1,TRUE
76,CHEMBL405,CC(N)CC1=CC=CC=C1,,,17,CC(N)CC1=CC=CC=C1,TRUE
78,CHEMBL3,CN1CCC[C@H]1C1=CN=CC=C1,,,23,CN1CCC[C@H]1C1=CN=CC=C1,TRUE
80,CHEMBL580,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,,,43,OC1N=C(C2=CC=CC=C2n)C2=C(NC1=O)C=CC(n)=C2,TRUE
81,CHEMBL768,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1,,,35,COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1,TRUE
83,CHEMBL591,CCC(O)(\C=C\Cl)C#C,,,18,CCC(O)(\C=C\n)C#C,TRUE
84,CHEMBL1201236,C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O,,,36,C[C$](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O,TRUE
85,CHEMBL1574,CC(C)(N)CC1=CC=CC=C1,,,20,CC(C)(N)CC1=CC=CC=C1,TRUE
86,CHEMBL1201242,CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=CC=CC=C12,,,42,CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=CC=CC=C12,TRUE
87,CHEMBL1237044,COC1=CC=CC(=C1)C1(O)CCCCC1CN(C)C,,,32,COC1=CC=CC(=C1)C1(O)CCCCC1CN(C)C,TRUE
88,CHEMBL1090,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,,,52,NC1=NC=NC2=C1N=CN2[C$H]1O[C@H](CO)[C$H](O)[C$H]1O,TRUE
90,CHEMBL106,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,,,43,OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,TRUE
91,CHEMBL408,CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O,,,61,CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O,TRUE
92,CHEMBL1229,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,,,53,CCOC(=O)C1=C[C$H](OC(CC)CC)[C@H](NC(C)=O)[C$H](N)C1,TRUE
95,CHEMBL113,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,,,28,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,TRUE
96,CHEMBL703,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,,,40,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,TRUE
97,CHEMBL192,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,,,62,CCCC1=NN(C)C2=C1N=C(NC2=O)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,TRUE
99,CHEMBL36,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1,,,36,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(n)C=C1,TRUE
102,CHEMBL833,ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2,,,31,nC1=CC=CC=C1CN1CCC2=C(C1)C=CS2,TRUE
103,CHEMBL1888176,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1,,,78,[H][C@]12CC[C@]([H])(C[C$H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1,TRUE
105,CHEMBL1201212,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1,,,32,COC1=CC(C(O)CNC(=O)CN)=C(OC)C=C1,TRUE
107,CHEMBL1502,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1,,,52,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1,TRUE
108,CHEMBL1148,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1,,,49,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1,TRUE
109,CHEMBL549,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,,,45,CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1,TRUE
110,CHEMBL1510,CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,,,55,CN1CCC[C$H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2,TRUE
111,CHEMBL1201260,CN\C(NCC1=CC=CC=C1)=N/C,,,23,CN\C(NCC1=CC=CC=C1)=N/C,TRUE
112,CHEMBL32,[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O,,,72,[H][C@]12CN(C[C$]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O,TRUE
113,CHEMBL1201286,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,,,46,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,TRUE
115,CHEMBL1201213,CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1,,,32,CCC(NC(C)C)C(O)C1=CC(O)=C(O)C=C1,TRUE
116,CHEMBL1481,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,,,73,CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O,TRUE
117,CHEMBL1201380,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,,,101,[H][C$]12C[C@H](C)[C@](O)(C(=O)CO)[C$]1(C)C[C@H](O)[C$]1(F)[C$]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,TRUE
120,CHEMBL1037,NC(N)=NCC1COC2(CCCCC2)O1,,,24,NC(N)=NCC1COC2(CCCCC2)O1,TRUE
121,CHEMBL503,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,,,92,[H][C@]12[C@H](C[C$H](C)C=C1C=C[C@H](C)[C$H]2CC[C$H]1C[C$H](O)CC(=O)O1)OC(=O)[C$H](C)CC,TRUE
122,CHEMBL1257,FC(F)OC(F)(F)C(F)Cl,,,19,FC(F)OC(F)(F)C(F)n,TRUE
124,CHEMBL1059,CC(C)C[C@H](CN)CC(O)=O,,,22,CC(C)C[C@H](CN)CC(O)=O,TRUE
125,CHEMBL967,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1,,,44,CN1C2=C(C=C(n)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1,TRUE
126,CHEMBL1577,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,,,45,CN1C(Cn)NC2=CC(n)=C(C=C2S1(=O)=O)S(N)(=O)=O,TRUE
127,CHEMBL1169,NC1=CC(O)=C(C=C1)C(O)=O,,,23,NC1=CC(O)=C(C=C1)C(O)=O,TRUE
128,CHEMBL383921,[H][C@@]1(CNCCO1)[C@H](OC1=CC=CC=C1OCC)C1=CC=CC=C1,,,50,[H][C$]1(CNCCO1)[C@H](OC1=CC=CC=C1OCC)C1=CC=CC=C1,TRUE
129,CHEMBL189,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,,,33,CC1=C(C=C(C#N)C(=O)N1)C1=CC=NC=C1,TRUE
130,CHEMBL1585,BrCCC(=O)N1CCN(CC1)C(=O)CCBr,,,28,jCCC(=O)N1CCN(CC1)C(=O)CCj,TRUE
131,CHEMBL449,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,,,28,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,TRUE
132,CHEMBL57,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,,,41,CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1,TRUE
134,CHEMBL1201361,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C,,,105,[H][C$]12C[C$H](C)[C@](O)(C(=O)CO)[C$]1(C)C[C@H](O)[C$]1([H])[C$]2([H])[C@H](n)CC2=CC(=O)C=C[C@]12C,TRUE
135,CHEMBL454,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,,,30,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,TRUE
136,CHEMBL1619,NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1,,,51,NC1=C2N=CN([C@H]3C[C@H](O)[C$H](CO)O3)C2=NC(n)=N1,TRUE
137,CHEMBL1404,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,,,52,COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1,TRUE
138,CHEMBL704,NC1=CC(C(O)=O)=C(O)C=C1,,,23,NC1=CC(C(O)=O)=C(O)C=C1,TRUE
139,CHEMBL1201203,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,,,66,[H][C@]12CC[C@]([H])(C[C$]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,TRUE
140,CHEMBL708,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,,,53,nC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,TRUE
141,CHEMBL485253,[H][C@@]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO,,,61,[H][C$]12CC3=CN(C)C4=C3C(=CC=C4)C1=C[C@H](CN2C)C(=O)NC(CC)CO,TRUE
142,CHEMBL1201087,[H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,,,80,[H][C$]12CC3=CNC4=CC=CC(=C34)[C$]1([H])C[C@H](CN2CC=C)C(=O)N(CCCN(C)C)C(=O)NCC,TRUE
143,CHEMBL788,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O,,,43,OC[C@H]1O[C@H](C[C$H]1O)N1C=C(I)C(=O)NC1=O,TRUE
144,CHEMBL1043,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,,,37,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,TRUE
146,CHEMBL16,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,,,39,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,TRUE
147,CHEMBL1201173,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,,,92,[H][C$]12CC[C@H](C(C)=O)[C$]1(C)C[C@H](O)[C$]1([H])[C$]2([H])C[C@H](C)C2=CC(=O)CC[C@]12C,TRUE
149,CHEMBL411,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,,,41,CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,TRUE
153,CHEMBL21,NC1=CC=C(C=C1)S(N)(=O)=O,,,24,NC1=CC=C(C=C1)S(N)(=O)=O,TRUE
154,CHEMBL771,N[C@@H]1CONC1=O,,,15,N[C$H]1CONC1=O,TRUE
155,CHEMBL760,ClC1=CC=C2N=C3NC(=O)CN3CC2=C1Cl,,,31,nC1=CC=C2N=C3NC(=O)CN3CC2=C1n,TRUE
156,CHEMBL513,ClCCNC(=O)N(CCCl)N=O,,,20,nCCNC(=O)N(CCn)N=O,TRUE
157,CHEMBL453,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,,,37,CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C,TRUE
158,CHEMBL13,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,,,30,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,TRUE
159,CHEMBL1200709,CCN(C(=O)C=CC)C1=CC=CC=C1C,,,26,CCN(C(=O)C=CC)C1=CC=CC=C1C,TRUE
160,CHEMBL1466,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2,,,51,OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2,TRUE
162,CHEMBL589,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,,,31,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,TRUE
164,CHEMBL1648,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,,,53,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C,TRUE
166,CHEMBL1201323,NCCC1=CC=NN1,,,12,NCCC1=CC=NN1,TRUE
167,CHEMBL220492,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,,,72,[H][C$]12CO[C$]3(COS(N)(=O)=O)OC(C)(C)O[C$]3([H])[C@]1([H])OC(C)(C)O2,TRUE
169,CHEMBL1516,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,,,66,CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,TRUE
170,CHEMBL43,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,,,56,COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,TRUE
171,CHEMBL190,CN1C2=C(NC=N2)C(=O)N(C)C1=O,,,27,CN1C2=C(NC=N2)C(=O)N(C)C1=O,TRUE
174,CHEMBL517,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,,,48,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,TRUE
175,CHEMBL79,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,,,29,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,TRUE
179,CHEMBL637,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,,,35,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,TRUE
182,CHEMBL641,CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,,,36,CNCC[C$H](OC1=CC=CC=C1C)C1=CC=CC=C1,TRUE
184,CHEMBL515,OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,,,33,OC(=O)CCCC1=CC=C(C=C1)N(CCn)CCn,TRUE
185,CHEMBL681,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1,,,36,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1,TRUE
187,CHEMBL1531,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],,,85,[H][C$]12CC[C$](O)(C#C)[C$]1(CC)CC(=C)[C@]1([H])[C$]3([H])CCC(=O)C=C3CC[C$]21[H],TRUE
188,CHEMBL70,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,,,73,[H][C$]12OC3=C(O)C=CC4=C3[C$]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C$H]2O,TRUE
189,CHEMBL1077896,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,,,36,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,TRUE
190,CHEMBL1098,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,,,33,CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,TRUE
191,CHEMBL1201216,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1,,,39,CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1,TRUE
192,CHEMBL1540,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2,,,34,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2,TRUE
194,CHEMBL222645,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1F)C(O)=O,,,78,[H][C@]12SC(C)(C)[C$H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(n)C=CC=C1F)C(O)=O,TRUE
195,CHEMBL877,NC[C@H]1CC[C@@H](CC1)C(O)=O,,,27,NC[C@H]1CC[C$H](CC1)C(O)=O,TRUE
197,CHEMBL1533,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],,,81,[H][C$]12CC[C$](O)(C#C)[C$]1(CC)CC(=C)[C@]1([H])[C$]3([H])CCCC=C3CC[C$]21[H],TRUE
199,CHEMBL1200802,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,,,30,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,TRUE
203,CHEMBL1055,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,,,50,NS(=O)(=O)C1=C(n)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,TRUE
204,CHEMBL18,CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O,,,34,CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O,TRUE
205,CHEMBL448,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,,,29,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,TRUE
206,CHEMBL109,CCCC(CCC)C(O)=O,,,15,CCCC(CCC)C(O)=O,TRUE
208,CHEMBL1185,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12,,,42,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12,TRUE
209,CHEMBL112,CC(=O)NC1=CC=C(O)C=C1,,,21,CC(=O)NC1=CC=C(O)C=C1,TRUE
210,CHEMBL939,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,,,56,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(n)=C(F)C=C3)=NC=NC2=C1,TRUE
211,CHEMBL485,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,,,65,[H][C@]12C=C[C@H](O)[C$H]3OC4=C5C(C[C@H]1N(C)CC[C$]235)=CC=C4OC,TRUE
214,CHEMBL629,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,,,36,CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,TRUE
215,CHEMBL917,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,,,43,OC[C@H]1O[C@H](C[C$H]1O)N1C=C(F)C(=O)NC1=O,TRUE
216,CHEMBL1324,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O,,,50,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O,TRUE
